tu	cum_src	srcbytes	onl_tu_wire	ceil_tu_wire	cum_onl_wire	cum_ceil_wire	onl_tu_tok	ceil_tu_tok	cum_onl_tok	cum_ceil_tok	blocks	pairs
335	1892077653	1507401	735	744	9738536	9604003	63	78	790201	630193	20909	599193
336	1898289074	6211421	2164	2428	9740700	9606431	88	220	790289	630413	20912	599234
337	1903118692	4829618	10815	10807	9751515	9617238	210	201	790499	630614	20914	599347
338	1905258240	2139548	1787	1905	9753302	9619143	91	142	790590	630756	20918	599376
339	1907556305	2298065	3045	3014	9756347	9622157	123	98	790713	630854	20922	599444
340	1910297643	2741338	1965	1916	9758312	9624073	132	119	790845	630973	20928	599486
341	1913034135	2736492	994	926	9759306	9624999	106	98	790951	631071	20934	599509
342	1918337766	5303631	20616	20698	9779922	9645697	1045	1074	791996	632145	20939	600448
343	1921421591	3083825	6555	6740	9786477	9652437	176	255	792172	632400	20944	600547
344	1924281778	2860187	1914	1923	9788391	9654360	99	104	792271	632504	20950	600584
345	1927396433	3114655	17070	17012	9805461	9671372	824	808	793095	633312	20969	601311
346	1929434264	2037831	1106	1162	9806567	9672534	60	83	793155	633395	20969	601341
347	1934380280	4946016	8558	8650	9815125	9681184	242	270	793397	633665	20973	601490
348	1939580936	5200656	16734	17133	9831859	9698317	278	331	793675	633996	20986	601645
349	1945085709	5504773	8167	8313	9840026	9706630	243	317	793918	634313	20996	601749
350	1945996767	911058	1858	1887	9841884	9708517	153	143	794071	634456	21006	601824
351	1947953235	1956468	4894	5049	9846778	9713566	192	254	794263	634710	21009	601951
352	1947954432	1197	347	347	9847125	9713913	7	7	794270	634717	21009	601956
353	1953410072	5455640	2078	2177	9849203	9716090	163	201	794433	634918	21021	602006
354	1958929362	5519290	2502	2075	9851705	9718165	445	266	794878	635184	21108	602085
355	1965270018	6340656	44228	44215	9895933	9762380	1333	1383	796211	636567	21121	603038
356	1971496776	6226758	14232	15068	9910165	9777448	815	886	797026	637453	21145	603412
357	1977077432	5580656	11090	11088	9921255	9788536	521	501	797547	637954	21161	603589
358	1983551739	6474307	53981	53524	9975236	9842060	1411	1277	798958	639231	21201	604393
359	1988199855	4648116	7048	7160	9982284	9849220	348	380	799306	639611	21213	604597
360	1993701400	5501545	2032	1905	9984316	9851125	281	278	799587	639889	21260	604661
361	1998980283	5278883	14751	14871	9999067	9865996	535	575	800122	640464	21265	605035
362	2004483982	5503699	2279	1953	10001346	9867949	221	147	800343	640611	21277	605085
363	2009040454	4556472	3748	3989	10005094	9871938	200	292	800543	640903	21288	605191
364	2011829491	2789037	1649	1703	10006743	9873641	123	155	800666	641058	21289	605240
365	2014012598	2183107	1772	1801	10008515	9875442	126	139	800792	641197	21291	605293
366	2019528209	5515611	3702	3579	10012217	9879021	436	375	801228	641572	21347	605424
367	2025284752	5756543	20460	20873	10032677	9899894	828	932	802056	642504	21364	605767
368	2030820439	5535687	2073	2136	10034750	9902030	266	277	802322	642781	21374	605815
369	2036347084	5526645	3784	3587	10038534	9905617	368	312	802690	643093	21388	605893
370	2042405550	6058466	2926	2851	10041460	9908468	388	374	803078	643467	21409	605968
371	2047885409	5479859	5604	5902	10047064	9914370	364	463	803442	643930	21424	606099
372	2053402927	5517518	1893	1800	10048957	9916170	288	263	803730	644193	21441	606151
373	2058540063	5137136	5609	6057	10054566	9922227	182	294	803912	644487	21448	606270
374	2063644772	5104709	1104	1252	10055670	9923479	119	158	804031	644645	21451	606309
375	2069250139	5605367	9729	9851	10065399	9933330	513	589	804544	645234	21459	606573
376	2074767799	5517660	2116	2052	10067515	9935382	236	224	804780	645458	21502	606626
377	2080305428	5537629	3383	3232	10070898	9938614	307	320	805087	645778	21509	606704
378	2085425591	5120163	2024	1802	10072922	9940416	183	242	805270	646020	21517	606798
379	2090937305	5511714	3032	3040	10075954	9943456	339	372	805609	646392	21533	606925
380	2096469911	5532606	6300	6308	10082254	9949764	300	337	805909	646729	21543	607062
381	2102392740	5922829	5869	5895	10088123	9955659	325	358	806234	647087	21553	607282
382	2108303827	5911087	6474	6476	10094597	9962135	302	340	806536	647427	21572	607393
383	2113816278	5512451	1932	1974	10096529	9964109	182	198	806718	647625	21579	607464
384	2119721162	5904884	5349	5497	10101878	9969606	203	285	806921	647910	21599	607562
385	2125678193	5957031	8360	8508	10110238	9978114	275	384	807196	648294	21616	607670
386	2131251846	5573653	11097	11278	10121335	9989392	497	599	807693	648893	21627	607981
387	2136832249	5580403	9218	9236	10130553	9998628	330	378	808023	649271	21637	608224
388	2141974715	5142466	2402	2199	10132955	10000827	196	214	808219	649485	21646	608350
389	2148313396	6338681	13304	13048	10146259	10013875	581	587	808800	650072	21665	608814
390	2154285682	5972286	8254	8612	10154513	10022487	212	373	809012	650445	21670	608931
391	2159794549	5508867	2737	2808	10157250	10025295	275	326	809287	650771	21686	609064
392	2164597688	4803139	2405	2170	10159655	10027465	272	246	809559	651017	21693	609186
393	2170539072	5941384	5943	6164	10165598	10033629	353	458	809912	651475	21706	609314
394	2176113211	5574139	4039	4266	10169637	10037895	277	345	810189	651820	21709	609413
395	2181042764	4929553	3862	3963	10173499	10041858	201	258	810390	652078	21743	609507
396	2186514516	5471752	6741	6985	10180240	10048843	329	447	810719	652525	21755	609658
397	2192532788	6018272	8734	9024	10188974	10057867	321	458	811040	652983	21786	609772
398	2198586639	6053851	9532	9336	10198506	10067203	381	391	811421	653374	21800	609950
399	2204860586	6273947	5042	5132	10203548	10072335	194	285	811615	653659	21806	610029
400	2211122303	6261717	7492	7554	10211040	10079889	177	224	811792	653883	21809	610136
401	2214132515	3010212	1172	1298	10212212	10081187	164	240	811956	654123	21815	610190
402	2219262273	5129758	10246	10428	10222458	10091615	478	551	812434	654674	21824	610582
403	2224490470	5228197	2688	2875	10225146	10094490	201	287	812635	654961	21829	610667
404	2226700067	2209597	2741	2806	10227887	10097296	93	115	812728	655076	21834	610711
405	2231585532	4885465	2614	2756	10230501	10100052	261	317	812989	655393	21869	610792
406	2236467281	4881749	2341	2472	10232842	10102524	238	333	813227	655726	21886	610846
407	2242175943	5708662	8395	8437	10241237	10110961	198	218	813425	655944	21894	610918
408	2247102233	4926290	6858	6716	10248095	10117677	376	367	813801	656311	21903	611129
409	2247102593	360	163	163	10248258	10117840	3	3	813804	656314	21903	611131
410	2250056255	2953662	2765	2873	10251023	10120713	85	127	813889	656441	21907	611169
411	2250056563	308	155	155	10251178	10120868	3	3	813892	656444	21907	611171
412	2256718315	6661752	50559	50769	10301737	10171637	919	1008	814811	657452	21958	611839
413	2259787638	3069323	3872	3739	10305609	10175376	118	118	814929	657570	21965	611894
414	2265768939	5981301	45778	45919	10351387	10221295	622	660	815551	658230	21980	612235
415	2265769243	304	157	157	10351544	10221452	3	3	815554	658233	21980	612237
416	2271995601	6226358	5875	6341	10357419	10227793	195	409	815749	658642	21990	612332
417	2278211747	6216146	2847	3444	10360266	10231237	180	459	815929	659101	21995	612416
418	2280944804	2733057	2860	2892	10363126	10234129	95	105	816024	659206	21997	612476
419	2283675913	2731109	2194	2256	10365320	10236385	74	93	816098	659299	22002	612514
420	2285233096	1557183	1850	1859	10367170	10238244	73	77	816171	659376	22005	612563
421	2291466280	6233184	6455	6546	10373625	10244790	189	217	816360	659593	22009	612693
422	2291466578	298	156	156	10373781	10244946	3	3	816363	659596	22009	612695
423	2296030318	4563740	3752	3804	10377533	10248750	148	163	816511	659759	22010	612773
424	2297064188	1033870	1852	1819	10379385	10250569	55	48	816566	659807	22011	612819
425	2299300057	2235869	1004	1247	10380389	10251816	74	182	816640	659989	22022	612849
426	2300155473	855416	1172	1255	10381561	10253071	28	58	816668	660047	22023	612866
427	2305012287	4856814	4412	4412	10385973	10257483	160	174	816828	660221	22025	612971
428	2308216203	3203916	10592	10601	10396565	10268084	264	270	817092	660491	22034	613184
429	2312922565	4706362	2064	2141	10398629	10270225	152	243	817244	660734	22038	613260
430	2314988686	2066121	1347	1319	10399976	10271544	57	54	817301	660788	22043	613298
431	2314989143	457	178	178	10400154	10271722	5	5	817306	660793	22043	613302
432	2318406053	3416910	9593	9727	10409747	10281449	156	226	817462	661019	22048	613374
433	2321640514	3234461	645	725	10410392	10282174	103	123	817565	661142	22050	613406
434	2326428424	4787910	1838	1939	10412230	10284113	176	221	817741	661363	22058	613477
435	2330577144	4148720	1951	1920	10414181	10286033	181	182	817922	661545	22088	613540
436	2333994023	3416879	7821	7846	10422002	10293879	235	245	818157	661790	22094	613638
437	2339546373	5552350	12651	12735	10434653	10306614	205	263	818362	662053	22096	613771
438	2342595509	3049136	2511	2663	10437164	10309277	105	160	818467	662213	22105	613828
439	2348308876	5713367	34943	35085	10472107	10344362	608	693	819075	662906	22111	614263
440	2354662977	6354101	8304	8956	10480411	10353318	502	711	819577	663617	22121	614542
441	2360978143	6315166	1984	2314	10482395	10355632	255	381	819832	663998	22128	614612
442	2367551018	6572875	25188	25438	10507583	10381070	915	986	820747	664984	22225	615230
443	2373865571	6314553	2181	2535	10509764	10383605	244	370	820991	665354	22239	615274
444	2379091458	5225887	4432	4624	10514196	10388229	161	250	821152	665604	22243	615393
445	2385421214	6329756	5376	5430	10519572	10393659	304	319	821456	665923	22246	615531
446	2390950155	5528941	1675	1875	10521247	10395534	247	319	821703	666242	22251	615599
447	2396703265	5753110	5195	5469	10526442	10401003	410	549	822113	666791	22262	615745
448	2399593599	2890334	1710	1856	10528152	10402859	119	168	822232	666959	22264	615812
449	2402064981	2471382	3999	4132	10532151	10406991	134	181	822366	667140	22264	615874
450	2404927316	2862335	1544	1767	10533695	10408758	122	223	822488	667363	22266	615924
451	2411242931	6315615	10437	10935	10544132	10419693	247	464	822735	667827	22272	616091
452	2414052461	2809530	940	939	10545072	10420632	84	93	822819	667920	22273	616126
453	2416029818	1977357	550	549	10545622	10421181	54	51	822873	667971	22275	616134
454	2421557965	5528147	4752	4966	10550374	10426147	257	339	823130	668310	22289	616207
455	2424493054	2935089	2585	2648	10552959	10428795	52	81	823182	668391	22292	616227
456	2430747361	6254307	2141	2404	10555100	10431199	142	242	823324	668633	22301	616262
457	2433051340	2303979	5873	5885	10560973	10437084	294	300	823618	668933	22301	616532
458	2437759027	4707687	2184	2375	10563157	10439459	137	232	823755	669165	22313	616570
459	2441378288	3619261	6395	6519	10569552	10445978	219	273	823974	669438	22319	616735
460	2445276185	3897897	14228	14255	10583780	10460233	354	355	824328	669793	22323	616938
461	2448725407	3449222	2309	2474	10586089	10462707	72	132	824400	669925	22332	616969
462	2451509527	2784120	1020	1215	10587109	10463922	64	144	824464	670069	22333	616999
463	2457716420	6206893	1120	1377	10588229	10465299	90	206	824554	670275	22337	617039
464	2460289511	2573091	1096	1051	10589325	10466350	57	52	824611	670327	22338	617075
465	2463324724	3035213	1897	2119	10591222	10468469	130	205	824741	670532	22343	617121
466	2465318719	1993995	949	920	10592171	10469389	51	50	824792	670582	22349	617138
467	2467316436	1997717	1277	1253	10593448	10470642	71	75	824863	670657	22353	617183
468	2469311620	1995184	1351	1526	10594799	10472168	60	127	824923	670784	22355	617205
469	2472170364	2858744	1732	1939	10596531	10474107	98	194	825021	670978	22362	617245
470	2475026581	2856217	1150	1431	10597681	10475538	91	206	825112	671184	22366	617268
471	2477600365	2573784	1185	1406	10598866	10476944	78	161	825190	671345	22368	617296
472	2479883512	2283147	3781	3875	10602647	10480819	108	146	825298	671491	22369	617360
473	2482621776	2738264	3840	3919	10606487	10484738	111	138	825409	671629	22372	617435
474	2485771478	3149702	1715	1744	10608202	10486482	82	110	825491	671739	22374	617470
475	2490797866	5026388	7656	7711	10615858	10494193	854	883	826345	672622	22381	617706
476	2495796843	4998977	10051	10198	10625909	10504391	666	717	827011	673339	22386	618054
477	2500750029	4953186	2596	2876	10628505	10507267	465	541	827476	673880	22391	618115
478	2503086700	2336671	2724	2853	10631229	10510120	201	249	827677	674129	22399	618230
479	2506443341	3356641	2982	3020	10634211	10513140	420	439	828097	674568	22410	618324
480	2509046836	2603495	2496	2508	10636707	10515648	118	121	828215	674689	22412	618411
481	2511834653	2787817	1701	1782	10638408	10517430	108	142	828323	674831	22415	618468
482	2516638318	4803665	3739	3763	10642147	10521193	211	308	828534	675139	22423	618544
483	2522165968	5527650	3962	3987	10646109	10525180	191	359	828725	675498	22444	618635
484	2525070063	2904095	2821	2806	10648930	10527986	55	55	828780	675553	22446	618661
485	2530040232	4970169	2736	2760	10651666	10530746	169	172	828949	675725	22457	618733
486	2532920628	2880396	2585	2620	10654251	10533366	118	134	829067	675859	22465	618770
487	2538350995	5430367	2307	2657	10656558	10536023	123	282	829190	676141	22466	618815
488	2541372538	3021543	3602	3643	10660160	10539666	101	121	829291	676262	22467	618875
489	2546363079	4990541	1542	1552	10661702	10541218	240	234	829531	676496	22483	618951
490	2552827858	6464779	17024	16762	10678726	10557980	719	617	830250	677113	22556	619289
491	2555622646	2794788	3416	3460	10682142	10561440	160	162	830410	677275	22559	619371
492	2556420588	797942	26955	26790	10709097	10588230	688	617	831098	677892	22564	619946
493	2556686037	265449	1966	1830	10711063	10590060	228	179	831326	678071	22566	619962
494	2559683660	2997623	18643	18719	10729706	10608779	850	855	832176	678926	22578	620433
495	2562703356	3019696	10807	10871	10740513	10619650	769	794	832945	679720	22582	620632
496	2565696955	2993599	8401	8550	10748914	10628200	777	833	833722	680553	22589	620834
497	2565967330	270375	3751	3702	10752665	10631902	234	199	833956	680752	22594	620916
498	2566780848	813518	5933	5782	10758598	10637684	721	665	834677	681417	22604	621019
499	2567541899	761051	4550	4428	10763148	10642112	545	515	835222	681932	22625	621203
500	2568874148	1332249	3362	3223	10766510	10645335	560	526	835782	682458	22641	621292
501	2569154011	279863	5526	5454	10772036	10650789	196	178	835978	682636	22658	621426
502	2569413493	259482	3459	3400	10775495	10654189	175	169	836153	682805	22662	621552
503	2571045950	1632457	2858	3057	10778353	10657246	154	235	836307	683040	22667	621622
504	2577638553	6592603	9736	9333	10788089	10666579	984	912	837291	683952	22685	621765
505	2582833114	5194561	4052	3906	10792141	10670485	775	754	838066	684706	22730	621853
506	2589143701	6310587	4649	4760	10796790	10675245	315	396	838381	685102	22780	621988
507	2595444499	6300798	2429	2135	10799219	10677380	186	204	838567	685306	22783	622093
508	2601936468	6491969	19206	19040	10818425	10696420	753	724	839320	686030	22811	622492
509	2608514761	6578293	28083	28006	10846508	10724426	1135	1098	840455	687128	22825	623172
510	2614987825	6473064	2895	2780	10849403	10727206	742	650	841197	687778	22866	623250
511	2621367667	6379842	9579	9059	10858982	10736265	706	558	841903	688336	22872	623488
512	2623164326	1796659	1349	1308	10860331	10737573	47	44	841950	688380	22873	623517
513	2629439938	6275612	3138	3558	10863469	10741131	182	368	842132	688748	22883	623621
514	2635950843	6510905	9552	9144	10873021	10750275	901	769	843033	689517	23094	623848
515	2642490709	6539866	14315	13681	10887336	10763956	872	944	843905	690461	23144	624186
516	2649092860	6602151	12998	12983	10900334	10776939	1186	1219	845091	691680	23172	624540
517	2655609118	6516258	6367	6617	10906701	10783556	768	878	845859	692558	23197	624672
518	2659030606	3421488	5253	5367	10911954	10788923	220	251	846079	692809	23200	624776
519	2662564496	3533890	18993	19238	10930947	10808161	386	467	846465	693276	23203	624979
520	2667260227	4695731	5024	5280	10935971	10813441	305	375	846770	693651	23219	625046
521	2673587436	6327209	6667	6842	10942638	10820283	155	221	846925	693872	23225	625118
522	2677808600	4221164	1247	1286	10943885	10821569	68	86	846993	693958	23228	625139
523	2680568804	2760204	673	798	10944558	10822367	84	126	847077	694084	23232	625166
524	2686895515	6326711	11076	11609	10955634	10833976	520	640	847597	694724	23239	625436
525	2693236309	6340794	12524	12907	10968158	10846883	694	854	848291	695578	23380	625871
526	2694125597	889288	887	951	10969045	10847834	66	94	848357	695672	23386	625897
527	2696913989	2788392	1207	1361	10970252	10849195	150	223	848507	695895	23388	625951
528	2701711272	4797283	6008	6097	10976260	10855292	190	222	848697	696117	23388	626077
529	2702440593	729321	4111	3964	10980371	10859256	212	141	848909	696258	23389	626152
530	2705858307	3417714	1532	1578	10981903	10860834	77	103	848986	696361	23394	626181
531	2708894706	3036399	3180	3306	10985083	10864140	124	194	849110	696555	23398	626232
532	2710602997	1708291	2225	2361	10987308	10866501	60	101	849170	696656	23399	626274
533	2712671406	2068409	1498	1695	10988806	10868196	102	185	849272	696841	23401	626329
534	2715086013	2414607	5140	5287	10993946	10873483	180	236	849452	697077	23405	626430
535	2717296154	2210141	2946	2941	10996892	10876424	88	86	849540	697163	23411	626467
536	2720363806	3067652	5062	5211	11001954	10881635	150	213	849690	697376	23413	626549
537	2725270204	4906398	5424	5401	11007378	10887036	217	221	849907	697597	23429	626658
538	2727180748	1910544	1194	1316	11008572	10888352	160	219	850067	697816	23435	626704
539	2728518401	1337653	17554	17518	11026126	10905870	222	208	850289	698024	23452	626881
540	2736187076	7668675	52765	52271	11078891	10958141	5395	5270	855684	703294	23457	632187
541	2743249134	7062058	5626	6206	11084517	10964347	496	704	856180	703998	23462	632609
542	2747381305	4132171	7129	7010	11091646	10971357	763	916	856943	704914	23476	633273
543	2753876110	6494805	27699	28311	11119345	10999668	2956	3131	859899	708045	23482	635999
544	2757588544	3712434	5651	5726	11124996	11005394	525	555	860424	708600	23485	636492
545	2764010589	6422045	17534	17765	11142530	11023159	1800	1859	862224	710459	23491	638218
546	2770407327	6396738	15364	15726	11157894	11038885	1339	1445	863563	711904	23504	639386
547	2778055695	7648368	50465	50907	11208359	11089792	4410	4538	867973	716442	23508	643695
548	2784275586	6219891	3319	3441	11211678	11093233	328	379	868301	716821	23516	643937
549	2791516402	7240816	18359	18719	11230037	11111952	1786	1896	870087	718717	23520	645612
550	2796116197	4599795	15807	16071	11245844	11128023	1553	1652	871640	720369	23524	647075
551	2802311800	6195603	4272	4665	11250116	11132688	567	693	872207	721062	23538	647487
552	2809340223	7028423	9913	10130	11260029	11142818	613	705	872820	721767	23540	648033
553	2819005661	9665438	217631	218201	11477660	11361019	17123	17378	889943	739145	23563	664807
554	2821867159	2861498	680	658	11478340	11361677	108	112	890051	739257	23593	664837
555	2825382746	3515587	1988	2051	11480328	11363728	128	154	890179	739411	23597	664886
556	2828888760	3506014	2823	2945	11483151	11366673	358	420	890537	739831	23602	664937
557	2836108985	7220225	26612	26293	11509763	11392966	1199	1113	891736	740944	23607	666042
558	2843143805	7034820	3276	2993	11513039	11395959	330	247	892066	741191	23635	666269
559	2848828090	5684285	1278	1525	11514317	11397484	138	239	892204	741430	23645	666321
560	2855037437	6209347	4712	4881	11519029	11402365	215	289	892419	741719	23650	666450
561	2857456085	2418648	1585	1648	11520614	11404013	69	68	892488	741787	23652	666493
562	2860748525	3292440	1621	1596	11522235	11405609	143	129	892631	741916	23652	666555
563	2866906960	6158435	1695	1854	11523930	11407463	151	220	892782	742136	23655	666645
564	2870599354	3692394	7042	7259	11530972	11414722	546	620	893328	742756	23663	667080
565	2876856435	6257081	10451	10655	11541423	11425377	960	1026	894288	743782	23686	667932
566	2884933063	8076628	75376	74882	11616799	11500259	6998	6909	901286	750691	23691	674867
567	2892290373	7357310	22806	23264	11639605	11523523	2562	2717	903848	753408	23696	677352
568	2895606297	3315924	1791	2004	11641396	11525527	235	319	904083	753727	23702	677442
569	2902731055	7124758	10832	11482	11652228	11537009	1211	1373	905294	755100	23710	678485
570	2910346501	7615446	29509	29998	11681737	11567007	2591	2750	907885	757850	23712	680539
571	2910370284	23783	289	242	11682026	11567249	19	8	907904	757858	23712	680549
572	2910394177	23893	327	295	11682353	11567544	20	9	907924	757867	23713	680557
573	2921971331	11577154	302486	302341	11984839	11869885	28805	28757	936729	786624	23960	708305
574	2930218741	8247410	147875	148054	12132714	12017939	12711	12795	949440	799419	23971	720772
575	2938835321	8616580	158383	152478	12291097	12170417	14957	15077	964397	814496	23983	735368
576	2945996230	7160909	22619	23119	12313716	12193536	1901	2134	966298	816630	23989	737161
577	2951080678	5084448	3950	4022	12317666	12197558	396	437	966694	817067	23997	737498
578	2957437201	6356523	13126	13206	12330792	12210764	1185	1233	967879	818300	24005	738520
579	2963613823	6176622	3028	3297	12333820	12214061	307	412	968186	818712	24016	738712
580	2971111928	7498105	32830	33486	12366650	12247547	2943	3151	971129	821863	24032	741464
581	2977598830	6486902	29512	30160	12396162	12277707	2525	2724	973654	824587	24051	743891
582	2985907154	8308324	107813	108241	12503975	12385948	9670	9782	983324	834369	24054	753472
583	2992981471	7074317	8102	8739	12512077	12394687	779	1005	984103	835374	24058	754177
584	3000003085	7021614	9048	9034	12521125	12403721	838	831	984941	836205	24064	754788
585	3005944980	5941895	32496	32707	12553621	12436428	3073	3142	988014	839347	24067	757701
586	3011054449	5109469	1622	1702	12555243	12438130	177	211	988191	839558	24069	757809
587	3014243470	3189021	7296	7468	12562539	12445598	672	740	988863	840298	24072	758433
588	3021805002	7561532	47593	48090	12610132	12493688	4453	4613	993316	844911	24081	762804
589	3030966270	9161268	135368	132742	12745500	12626430	12249	12464	1005565	857375	24083	774871
590	3034608986	3642716	9299	9419	12754799	12635849	1032	1075	1006597	858450	24091	775853
591	3041562671	6953685	10209	11146	12765008	12646995	636	954	1007233	859404	24092	776426
592	3049671978	8109307	53796	52982	12818804	12699977	5180	5282	1012413	864686	24108	780774
593	3052887836	3215858	7714	7953	12826518	12707930	767	860	1013180	865546	24110	781503
594	3060114566	7226730	13305	13751	12839823	12721681	997	1150	1014177	866696	24113	782459
595	3069045055	8930489	112392	114763	12952215	12836444	9749	9829	1023926	876525	24133	791296
596	3076846543	7801488	32107	32276	12984322	12868720	3333	3430	1027259	879955	24270	793729
597	3076846863	320	157	157	12984479	12868877	3	3	1027262	879958	24270	793731
598	3076847189	326	165	165	12984644	12869042	3	3	1027265	879961	24270	793733
599	3076871070	23881	289	251	12984933	12869293	19	9	1027284	879970	24270	793743
600	3076871386	316	152	152	12985085	12869445	3	3	1027287	879973	24270	793745
601	3076871726	340	162	162	12985247	12869607	3	3	1027290	879976	24270	793747
602	3082370734	5499008	293	459	12985540	12870066	72	151	1027362	880127	24274	793761
603	3082371304	570	210	210	12985750	12870276	6	6	1027368	880133	24274	793766
604	3084003159	1631855	1013	995	12986763	12871271	47	44	1027415	880177	24275	793804
605	3086617034	2613875	516	524	12987279	12871795	88	108	1027503	880285	24275	793836
606	3091412762	4795728	931	1143	12988210	12872938	111	192	1027614	880477	24286	793881
607	3091413090	328	157	157	12988367	12873095	3	3	1027617	880480	24286	793883
608	3096998622	5585532	819	1190	12989186	12874285	209	362	1027826	880842	24293	793936
609	3096998934	312	150	150	12989336	12874435	3	3	1027829	880845	24293	793938
610	3096999276	342	163	163	12989499	12874598	3	3	1027832	880848	24293	793940
611	3098013415	1014139	243	218	12989742	12874816	14	9	1027846	880857	24293	793950
612	3098013727	312	159	159	12989901	12874975	3	3	1027849	880860	24293	793952
613	3098014053	326	161	161	12990062	12875136	3	3	1027852	880863	24293	793954
614	3102232249	4218196	530	717	12990592	12875853	88	174	1027940	881037	24301	793986
615	3105933669	3701420	84959	85140	13075551	12960993	1516	1612	1029456	882649	24329	795376
616	3105957452	23783	277	242	13075828	12961235	17	8	1029473	882657	24330	795385
617	3108942821	2985369	2625	2915	13078453	12964150	115	201	1029588	882858	24334	795445
618	3111662339	2719518	425	461	13078878	12964611	55	82	1029643	882940	24334	795470
619	3111686145	23806	264	241	13079142	12964852	16	8	1029659	882948	24334	795477
620	3111709963	23818	266	243	13079408	12965095	16	8	1029675	882956	24334	795484
621	3114296756	2586793	371	436	13079779	12965531	52	81	1029727	883037	24335	795502
622	3114320596	23840	274	251	13080053	12965782	17	9	1029744	883046	24338	795510
