project	profile	total_tus	raw_bytes	probe_tus	probe_raw_bytes	p29_probe_bytes	grz_probe_bytes	p29_complete_bytes	grz_complete_bytes	z19_long_bytes	z6_long_bytes	complete_winner	fixed_500m_choice	fixed_500m_bytes	p29_source_sha256	p29_binary_sha256	grz_source_sha256	grz_binary_sha256	prefix_identity	exact	p29_probe_wire_bpr	p29_probe_first_half_wire_bpr	p29_probe_last_quarter_wire_bpr	p29_probe_trajectory	p29_probe_region_control_raw_bytes	p29_probe_region_control_raw_fraction	p29_probe_literal_raw_bytes	p29_probe_literal_raw_fraction	p29_probe_array_control_raw_bytes	p29_probe_array_control_raw_fraction	p29_probe_array_values_raw_bytes	p29_probe_array_values_raw_fraction	p29_probe_source_control_raw_bytes	p29_probe_source_control_raw_fraction	p29_probe_source_files_raw_bytes	p29_probe_source_files_raw_fraction	p29_probe_blob_raw_bytes	p29_probe_blob_raw_fraction	p29_probe_blob_patch_raw_bytes	p29_probe_blob_patch_raw_fraction	p29_probe_root_wire_bytes	p29_probe_root_wire_fraction	p29_probe_block_wire_bytes	p29_probe_block_wire_fraction	p29_probe_path_wire_bytes	p29_probe_path_wire_fraction	p29_probe_framing_wire_bytes	p29_probe_framing_wire_fraction	p29_probe_region_control_wire_bytes	p29_probe_region_control_wire_fraction	p29_probe_region_other_wire_bytes	p29_probe_region_other_wire_fraction	p29_probe_literal_wire_bytes	p29_probe_literal_wire_fraction	p29_probe_array_control_wire_bytes	p29_probe_array_control_wire_fraction	p29_probe_array_values_wire_bytes	p29_probe_array_values_wire_fraction	p29_probe_source_control_wire_bytes	p29_probe_source_control_wire_fraction	p29_probe_source_files_wire_bytes	p29_probe_source_files_wire_fraction	p29_probe_selector_wire_bytes	p29_probe_selector_wire_fraction	p29_probe_blob_wire_bytes	p29_probe_blob_wire_fraction	p29_probe_blob_patch_wire_bytes	p29_probe_blob_patch_wire_fraction	p29_probe_line_other_wire_bytes	p29_probe_line_other_wire_fraction	p29_probe_association_wire_bytes	p29_probe_association_wire_fraction	p29_probe_missing_request_wire_bytes	p29_probe_missing_request_wire_fraction	p29_probe_blob_fallback_request_wire_bytes	p29_probe_blob_fallback_request_wire_fraction	p29_probe_blob_fallback_reply_wire_bytes	p29_probe_blob_fallback_reply_wire_fraction	p29_probe_missing_other_wire_bytes	p29_probe_missing_other_wire_fraction	grz_probe_wire_bpr	grz_probe_group_count	grz_probe_framing_bytes	grz_probe_add_bytes	grz_probe_add_bpr	grz_probe_anchor_samples	grz_probe_anchor_matches	grz_probe_anchor_sample_per_raw	grz_probe_anchor_occupied_fraction	grz_probe_anchor_usable_fraction	grz_probe_anchor_match_fraction	grz_probe_anchor_collision_fraction	grz_probe_close_reasons	probe_wire_delta_bpr
range-v3	fedora-clang-libcxx	575	2005784147	112	357606376	462249	321009	936114	1036737	949409	1298692	p29	grz	1036737	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0012926195700716477	0.002556189092438992	7.784914281134255e-05	0.030455158048211004	286097	0.0008000332745745003	2733855	0.0076448720813635605	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	34497	0.0746286092560503	7414	0.01603897466516964	15499	0.033529547927632075	896	0.001938349244671162	139892	0.30263342916912744	0	0.0	235648	0.5097858513485156	0	0.0	0	0.0	0	0.0	0	0.0	112	0.00024229365558389525	0	0.0	0	0.0	0	0.0	0	0.0	28291	0.06120294473324983	0	0.0	0	0.0	0	0.0	0.0008976601692359087	1	108	4519156	0.012637235528485096	73073	2534	0.00020433919779998553	0.051510133701914526	0.051510133701914526	0.6732199787460149	0.32678002125398514	tu	0.000394959400835739
range-v3	linuxbrew	575	1043257878	112	163123445	344804	245038	892676	641613	817018	1085321	grz	grz	641613	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0021137611457384313	0.004012198670147217	0.00016553700114411364	0.04125842580423359	238333	0.0014610591383721696	1682792	0.010316064622102605	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	19021	0.05516467326365124	5157	0.014956323012494055	11027	0.03198048746534263	896	0.0025985777427176017	115883	0.3360836881242677	0	0.0	176246	0.5111483625479983	0	0.0	0	0.0	0	0.0	0	0.0	112	0.0003248222178397002	0	0.0	0	0.0	0	0.0	0	0.0	16462	0.0477430656256888	0	0.0	0	0.0	0	0.0	0.0015021629784731435	1	108	2993399	0.018350513624819535	48835	2050	0.0002993745013170854	0.05405958840995188	0.05405958840995188	0.7765151515151515	0.22348484848484848	tu	0.0006115981672652879
re2	conan-gcc	72	87032434	72	87032434	462550	367974	462550	367974	389738	493414	grz	grz	367974	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.005314685327541225	0.010033202622654221	0.0003892967468229248	0.03880084569845344	277664	0.003190350852418996	2273356	0.026120790784732045	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	13317	0.028790401037725653	5805	0.0125499945951789	6121	0.013233163982272186	500	0.0010809642200843152	139650	0.30191330666954924	0	0.0	286472	0.6193319641119879	0	0.0	0	0.0	0	0.0	0	0.0	53	0.0001145822073289374	0	0.0	0	0.0	0	0.0	0	0.0	10632	0.02298562317587288	0	0.0	0	0.0	0	0.0	0.004228009985334892	1	108	3213055	0.036917903502503444	51771	1978	0.0005948472037447557	0.04960305962797705	0.04960305962797705	0.7702492211838006	0.22975077881619937	tu	0.0010866753422063323
re2	debian-gcc	72	84637328	72	84637328	453331	362280	453331	362280	384519	487493	grz	grz	362280	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.005356159164192896	0.010105281911536817	0.00040746353199037753	0.0403218371894397	276134	0.0032625557366366765	2221440	0.026246575269956537	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	12746	0.028116321186947287	5597	0.012346387076992309	5790	0.012772124562405836	500	0.001102946853402922	138987	0.3065905486278238	0	0.0	279444	0.6164237610046522	0	0.0	0	0.0	0	0.0	0	0.0	53	0.00011691236646070973	0	0.0	0	0.0	0	0.0	0	0.0	10214	0.022530998321314888	0	0.0	0	0.0	0	0.0	0.004280380874027592	1	108	3156797	0.03729792840341085	51205	1968	0.0006049931065876748	0.049643589493213555	0.049643589493213555	0.7741935483870968	0.22580645161290322	tu	0.0010757782901653044
re2	fedora-clang-libcxx	72	217114604	72	217114604	501668	396468	501668	396468	445413	577356	grz	grz	396468	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.00231061379915282	0.004774898866185948	0.0001313809291008428	0.02751491346366171	256080	0.0011794692539429544	3146045	0.014490250503830687	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	22974	0.04579522712231994	8432	0.01680792874969103	10376	0.020683001506972738	500	0.0009966750918934434	131479	0.2620836888141161	0	0.0	309784	0.617507993334237	0	0.0	0	0.0	0	0.0	0	0.0	53	0.00010564755974070501	0	0.0	0	0.0	0	0.0	0	0.0	18070	0.03601983782102905	0	0.0	0	0.0	0	0.0	0.0018260770703383915	1	108	4395968	0.02024722390392495	71599	3387	0.000329775144927607	0.06386960711741783	0.06386960711741783	0.7406516509949704	0.2593483490050295	tu	0.00048453672881442833
re2	linuxbrew	72	88654287	72	88654287	434258	355812	434258	355812	377050	477665	grz	grz	355812	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.004898330522922146	0.009316669126205308	0.00030825306670547673	0.03308618804959414	255174	0.002878304125326731	2218583	0.02502510679489194	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	9689	0.022311621202142504	5249	0.012087284517498815	6488	0.014940427119362222	500	0.001151389266288704	127133	0.2927591431821636	0	0.0	277718	0.6395230485103326	0	0.0	0	0.0	0	0.0	0	0.0	53	0.00012204726222660262	0	0.0	0	0.0	0	0.0	0	0.0	7428	0.017105038939984985	0	0.0	0	0.0	0	0.0	0.004013477656190501	1	108	3106214	0.03503738065142862	50364	2164	0.0005680943550986993	0.054443650226352155	0.054443650226352155	0.7892049598832969	0.21079504011670314	tu	0.000884852866731645
rocksdb	conan-gcc	418	1995458263	112	655730008	1494422	1191824	2555041	2679877	2405077	3139720	p29	p29	2555041	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.002279020300684485	0.004292444262585019	0.0003444994697436071	0.08025717951574303	983679	0.001500128083203415	8119120	0.012381803335131187	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	42053	0.028139976526041506	18903	0.012649037554318659	15227	0.01018922365971593	896	0.0005995629079336359	479271	0.32070660094672054	0	0.0	907338	0.6071497876771086	0	0.0	0	0.0	0	0.0	0	0.0	112	7.494536349170449e-05	0	0.0	0	0.0	0	0.0	0	0.0	30622	0.020490865364669417	0	0.0	0	0.0	0	0.0	0.0018175529340728296	2	108	11859624	0.01808613889148108	190628	6230	0.00029071111230889404	0.07480538011205069	0.07480538011205069	0.43688639551192143	0.5631136044880786	raw,tu	0.00046146736661165566
rocksdb	debian-gcc	418	1804295565	112	593521934	1396430	1111481	2468928	2535516	2321239	3045022	p29	p29	2468928	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0023527858365551156	0.00442621860731324	0.00037660546761072837	0.08508514852575973	983074	0.0016563397975448706	7075406	0.01192105227234955	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	40280	0.028844983278789486	18069	0.012939424102890944	14554	0.010422291128090918	896	0.00064163617223921	481941	0.34512363670216195	0	0.0	811280	0.5809671805962346	0	0.0	0	0.0	0	0.0	0	0.0	112	8.020452152990125e-05	0	0.0	0	0.0	0	0.0	0	0.0	29298	0.020980643498062918	0	0.0	0	0.0	0	0.0	0.0018726873200948964	2	108	11234560	0.018928634910399117	180521	5637	0.0003041521966734931	0.07083940372588231	0.07083940372588231	0.44080387863622145	0.5591961213637785	raw,tu	0.0004800985164602192
rocksdb	fedora-clang-libcxx	418	2407316918	112	766552465	1347657	1130804	2282164	2553438	2351699	3124382	p29	p29	2282164	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0017580753588731855	0.0033559969168625568	0.00020333927251018277	0.06058982697167669	722697	0.0009427886974442122	9334987	0.0121778840017167	178	2.3220850251913287e-07	179	2.3351304466811675e-07	0	0.0	0	0.0	0	0.0	0	0.0	34868	0.02587305226775062	19944	0.01479901785098137	20754	0.015400060994748664	896	0.0006648576010067844	366260	0.27177538498297416	0	0.0	881922	0.6544113227623943	73	5.416808579631167e-05	76	5.6394171513968314e-05	0	0.0	0	0.0	112	8.310720012584805e-05	0	0.0	0	0.0	0	0.0	0	0.0	22752	0.01688263408270799	0	0.0	0	0.0	0	0.0	0.0014751814802395815	2	108	11956020	0.015597132024094398	192925	7406	0.00025167879409271744	0.08142542438771544	0.08142542438771544	0.47144948755490484	0.5285505124450952	raw,tu	0.000282893878633604
rocksdb	linuxbrew	418	1843673630	112	605360139	1320032	1081538	2278907	2444715	2240555	2942329	p29	p29	2278907	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0021805730423224974	0.004176070903960932	0.000266442362471436	0.06380216442654744	772582	0.0012762353353430824	8008855	0.013229901481835097	178	2.9403984262003083e-07	179	2.9569175184823327e-07	0	0.0	0	0.0	0	0.0	0	0.0	27168	0.020581319240745678	16739	0.012680753193861968	15702	0.011895166177789629	896	0.0006787714237230613	393397	0.29802080555622895	0	0.0	846822	0.6415162662723328	73	5.530168965600834e-05	76	5.757436183365252e-05	0	0.0	0	0.0	112	8.484642796538266e-05	0	0.0	0	0.0	0	0.0	0	0.0	19047	0.014429195655862889	0	0.0	0	0.0	0	0.0	0.0017866026028515894	2	108	10801042	0.017842340954001928	173590	5713	0.0002867549229236582	0.07166887493519213	0.07166887493519213	0.4592074592074592	0.5407925407925408	raw,tu	0.000393970439470908
spdlog	conan-gcc	168	262532575	112	214512803	668726	471882	715752	507502	565422	726595	grz	grz	507502	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0031174176582830816	0.004136053732810787	0.0006455139686896648	0.15607001513758995	450647	0.0021007930235287632	3055142	0.014242236161540437	269	1.2540044055086073e-06	1255	5.8504666502353245e-06	0	0.0	0	0.0	0	0.0	0	0.0	23136	0.0345971294670762	7501	0.011216851146807512	12242	0.01830645137171278	800	0.0011963046150441287	241911	0.3617490571624253	0	0.0	362990	0.5428082652685854	84	0.0001256119845796335	1238	0.0018512813917807892	0	0.0	0	0.0	88	0.00013159350765485416	0	0.0	0	0.0	0	0.0	0	0.0	18736	0.028017454084333492	0	0.0	0	0.0	0	0.0	0.002199784783941311	1	108	4570999	0.02130874677909085	73617	2832	0.0003431823134584652	0.05521822405150984	0.05521822405150984	0.6966789667896679	0.3033210332103321	tu	0.0009176328743417707
spdlog	debian-gcc	168	255841435	112	209613682	656519	467088	703346	502334	556477	713229	grz	grz	502334	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0031320426879386624	0.004134164242633699	0.0006698170550444776	0.16201994302426792	447681	0.0021357432192808863	2998356	0.01430419985657234	269	1.2833131760931522e-06	1255	5.987204594784037e-06	0	0.0	0	0.0	0	0.0	0	0.0	22216	0.03383908158027414	7424	0.011308126649799929	12050	0.018354381213643474	800	0.0012185481303663716	239963	0.36550808125888207	0	0.0	354602	0.5401245051552201	84	0.00012794755368846904	1238	0.0018857032317419603	0	0.0	0	0.0	88	0.0001340402943403009	0	0.0	0	0.0	0	0.0	0	0.0	18054	0.027499584932043093	0	0.0	0	0.0	0	0.0	0.0022283278245167223	1	108	4484667	0.02139491543304888	72784	2790	0.00034722924241176206	0.054723565618817326	0.054723565618817326	0.7004770273663068	0.2995229726336932	tu	0.0009037148634219402
spdlog	fedora-clang-libcxx	168	537083605	112	391084270	728136	485486	776806	522291	621278	815914	grz	grz	522291	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0018618391376364998	0.003059853654003824	0.0002463083367949853	0.08049677031863611	479597	0.0012263264896846913	3951528	0.010104032054267997	269	6.87831295285796e-07	1255	3.2090270467794577e-06	0	0.0	0	0.0	0	0.0	0	0.0	35272	0.048441499939571725	11285	0.015498478306250481	16243	0.02230764582440643	800	0.0010986958480283904	265737	0.36495517320940046	0	0.0	370020	0.5081742971093313	84	0.00011536306404298099	1238	0.001700231824823934	0	0.0	0	0.0	88	0.00012085654328312294	0	0.0	0	0.0	0	0.0	0	0.0	27369	0.03758775833086127	0	0.0	0	0.0	0	0.0	0.0012413846253647583	1	108	5753102	0.014710645355283658	93659	4438	0.00023948546946160734	0.06866398317299993	0.06866398317299993	0.6900948530555123	0.3099051469444876	tu	0.0006204545122717414
spdlog	linuxbrew	168	263293064	112	214970999	651385	463825	698032	498347	556325	713225	grz	grz	498347	89ed3b299332f90898b0bd86338052d67d686e93797d2e332080f7ed33c7c753	3967d6ca12b034c0752485a81f3c0dd64f2196c52d1ab32b18f82fadf678418e	e997b612c3445c951fa8bfc4abd2942fbad532fac85ebae5aa5fe753fe64a6b9	647883b7a346ae48d76ea2ac542240e5c78b4a56049372ee6067f5ec94276af9	True	True	0.0030301064005382418	0.004008689107120951	0.000664211240059271	0.16569287922063602	447738	0.0020827832688259497	2979867	0.013861716295973487	269	1.251331580777554e-06	1255	5.837996780207548e-06	0	0.0	0	0.0	0	0.0	0	0.0	21032	0.03228812453464541	6921	0.010625052772170069	12605	0.019351075017078993	804	0.0012342930831996438	240456	0.3691457433008129	0	0.0	351006	0.5388610422407639	84	0.00012895599376712698	1238	0.0019005657176631332	0	0.0	0	0.0	89	0.000136631945777075	0	0.0	0	0.0	0	0.0	0	0.0	17150	0.026328515394121756	0	0.0	0	0.0	0	0.0	0.002157616618788658	1	108	4570521	0.021261105085156162	73808	2668	0.0003433393357398874	0.05282625189681335	0.05282625189681335	0.6842780200051295	0.3157219799948705	tu	0.0008724897817495836
